song_id,song_name,song_url,song_lyric
1398663411,冬眠,https://music.163.com/song?id=1398663411," 作曲 : CMJ
 作词 : 桃玖 
（版权所有，未经许可请勿使用）
巷口灯光忽明忽灭
手中甜咖啡已冷却
嘴角不经意泄露想念
在发呆的窗前凝结
其实不爱漫漫长夜
因为你才多了情结
可是蜷缩的回忆不热烈
我如何把孤单融解
你看啊春日的蝴蝶
你看它颤抖着飞越
和风与暖阳倾斜
却冰冷 的季节
你看啊仲夏的弯月
你看它把欢愉偷窃
倒挂天际的笑靥
故事里的最后一页
过往和光阴都重叠
我用尽所有字眼去描写
无法留你片刻停歇
你听啊秋末的落叶
你听它叹息着离别
只剩我独自领略
海与山 风和月
你听啊冬至的白雪
你听它掩饰着哽咽
在没有你的世界
你听啊秋末的落叶
你听它叹息着离别
只剩我独自领略
海与山 风和月
你听啊冬至的白雪
你听它掩饰着哽咽
在没有你的世界
再没有你的冬眠
"
1413142894,大眠 (完整版),https://music.163.com/song?id=1413142894," 作曲 : 张简君伟
 作词 : 施人诚
原唱：王心凌
编曲：明锐
录音：李亚男
配唱制作人：龚淑均
混音：李琰祥
吉他：陈柏彤
和声：闵成伟
制作人：衣睿
本作品经过词曲著作权利方授权
都快忘了怎样恋一个爱
我被虚度了的青春
也许还能活过来
说心疼我的更应该明白
我当然会沉醉个痛快

就让我陪他恋完这场爱
只求心花终于盛开
就没有别的期待
等梦完醒来
再去收拾残骸

感谢他把我 当成傻子
每天都哄我 上当一次

清醒一辈子 也就那样子
不介意用爱 来醉生梦死
原来被催眠 真有意思

我乐于作个 敬业人质

没空再去对谁解释
是我自己把自己挟持
不关他的事

都快忘了怎样恋一个爱
我被虚度了的青春
也许还能活过来
说心疼我的更应该明白
我当然会沉醉个痛快

就让我陪他恋完这场爱
只求心花终于盛开
就没有别的期待
等梦完醒来
再去收拾残骸

如果不失去理智
爱情要从何开始
傻傻的骗子
和骗人的傻子
才可能一生一世

都快忘了怎样恋一个爱
我被虚度了的青春
也许还能活过来
说心疼我的更应该明白
我当然会沉醉个痛快
就让我陪他恋完这场爱
只求心花终于盛开
就没有别的期待
等梦完醒来
再去收拾残骸

总策划：乃可/黄俊
企划：沈峻峻/冉启升/李莹
OP：华研国际音乐股份有限公司 HIM Music Publishing Inc.
"
1363948882,世间美好与你环环相扣,https://music.163.com/song?id=1363948882," 作曲 : 柏松
 作词 : 尹初七
原唱：柏松
吉他：柏松
和声：柏松
录音：柏松
编曲：彭圣杰
混音：张强
偏偏秉烛夜 游
午夜星辰 似奔走之友
爱你每个结痂伤口
酿成的陈年烈酒

入喉尚算可口
怎么泪水 还偶尔失守
邀你细看心中缺口
裂缝中留存 温柔

此时已莺飞草长 爱的人正在路上
我知他风雨兼程 途经日暮不赏
穿越人海 只为与你相拥
此刻已皓月当空 爱的人手捧星光
我知他乘风破浪 去了黑暗一趟
感同身受 给你救赎热 望

知道你不能 还要你感受
让星光加了一点彩虹
让樱花偷偷 吻你额头
让世间美好 与你环环相扣

此时已莺飞草长 爱的人正在路上
我知他风雨兼程 途经日暮不赏
穿越人海 只为与你相拥
此刻已皓月当空 爱的人手捧星光
我知他乘风破浪 去了黑暗一趟
感同身受 给你救赎热 望

此时已莺飞草长 爱的人正在路上
我知他风雨兼程 途经日暮不赏
穿越人海 只为与你相拥
此刻已皓月当空 爱的人手捧星光
我知他乘风破浪 去了黑暗一趟
感同身受 给你救赎热 望

知道你不能 还要你感受
让星光加了一点彩虹
当樱花开的纷纷扬扬
当世间美好 与你环环相扣
特别鸣谢：槿葵，我们的海报制作妹妹。
"
1403215687,想见你想见你想见你,https://music.163.com/song?id=1403215687," 作曲 : 八三夭/阿璞
 作词 : 八三夭/阿璞
当爱情遗落成遗迹 用象形刻划成回忆
想念几个世纪 才是刻骨铭心？
若能回到冰河时期 多想把你抱紧处理
你的笑多疗愈 让人生也苏醒
失去 你的风景 像座废墟 像失落文明
能否 一场奇迹 一线生机 能不能 有再一次 相遇
想见你 只想见你 未来过去 我只想见你
穿越了 千个万个 时间线里 人海里相依
用尽了 逻辑心机 推理爱情 最难解的谜
会不会 妳也 和我一样 在等待一句 我愿意
任时光更迭了四季 任宇宙物换或星移
永远不退流行 是青涩的真心
未来 先进科技 无法模拟 你拥抱暖意
如果 另个时空 另个身体 能不能 换另一种 结局
想见你 只想见你 未来过去 我只想见你
穿越了 千个万个 时间线里 人海里相依
用尽了 逻辑心机 推理爱情 最难解的谜
会不会 妳也 和我一样 在等待一句 我愿意
想见你 每个朝夕 想见你 每个表情
想穿越 每个平行 在未来 和过去 紧紧相依
想follow 每则IG 不错过 你的踪迹
会不会 你也一样 等待着那句 我愿意
"
1411358329,勇气,https://music.163.com/song?id=1411358329," 作曲 : 潘柯夫
 作词 : 夏飞
演唱：棉子
制作人：關丙晙楹/潘柯夫
编曲：王大夫
吉他：王大夫
录音工程师：宋兴超
录音室：好听音乐
混音工程师：欧姆@FLOWSIXTEEN
混音室：FLOWSIXTEEN STUDIO
母带工程师：全相彦@OKmastering Studio
监制：關丙晙楹/郑翰文/沈炳
艺人合作总监：宫尹琳Rainie/许雯婉
封面设计：何晓婷
出品：中视鸣达
我爱你
无畏人海的拥挤
用尽余生的勇气
只为能靠近你
哪怕一厘米
爱上你
是我落下的险棋
不惧岁月的更替
往后的朝夕
不论风雨
是你就足矣
看了太多情人分分合合
爱其实很脆弱
像温室里的花朵
你这么说
我其实很忐忑
若我没有许过承诺
你还爱我吗
听夜空的流星
陨落的声音
这愿望让你听
我爱你
无畏人海的拥挤
用尽余生的勇气
只为能靠近你
哪怕一厘米
爱上你
是我落下的险棋
不惧岁月的更替
往后的朝夕
不论风雨
是你就足矣
你这么说
我其实很忐忑
若我没有许过承诺
你还爱我吗
听夜空的流星
陨落的声音
这愿望让你听
我爱你
无畏人海的拥挤
用尽余生的勇气
只为能靠近你
哪怕一厘米
爱上你
是我落下的险棋
不惧岁月的更替
往后的朝夕
不论风雨
是你就足矣
我爱你
无畏人海的拥挤
用尽余生的勇气
只为能靠近你
哪怕一厘米
爱上你
是我落下的险棋
不惧岁月的更替
往后的朝夕
不论风雨
是你就足矣
"
1400256289,你的答案,https://music.163.com/song?id=1400256289," 作曲 : 刘涛
 作词 : 林晨阳 /刘涛
编曲 Arranger：谭侃侃
也许世界就这样
我也还在路上
没有人能诉说
也许我只能沉默
眼泪湿润眼眶
可又不甘懦弱
低着头 期待白昼
接受所有的嘲讽
向着风 拥抱彩虹
勇敢的向前走
黎明的那道光
会越过黑暗
打破一切恐惧我能
找到答案
哪怕要逆着光
就驱散黑暗
丢弃所有的负担
不再孤单
不再孤单
也许世界就这样
我也还在路上
没有人能诉说
也许我只能沉默
眼泪湿润眼眶
可又不甘懦弱
低着头 期待白昼
接受所有的嘲讽
向着风 拥抱彩虹
勇敢的向前走
黎明的那道光
会越过黑暗
打破一切恐惧我能
找到答案
哪怕要逆着光
就驱散黑暗
丢弃所有的负担
不再孤单
不再孤单
黎明的那道光
会越过黑暗
打破一切恐惧我能
找到答案
哪怕要逆着光
就驱散黑暗
有一万种的力量
淹没孤单
不再孤单
制作人 Produced by 刘涛
吉他 Guitar：谭侃侃
键盘 Keyboards：谭侃侃
合声 Backing vocals：金天 胡阁
录音棚 Recording studio：北京好乐无荒录音棚
录音师 Recording Engineer：吴佳敏
混音师 Mixing Engineer：刘三斤
母带后期混音师 Mastering Engineer：刘三斤
监制 Executive producer: 陶诗
封面设计：kidult.
OP/SP：好乐无荒
鸣谢：万物体验家；不要音乐
"
1407358755,好想爱这个世界啊,https://music.163.com/song?id=1407358755," 作曲 : 华晨宇
 作词 : 裴育
编曲：郑楠
制作人：郑楠

抱着沙发 睡眼昏花 凌乱头发
却渴望像电影主角一样潇洒

屋檐角下 排着乌鸦 密密麻麻
被压抑的情绪不知如何表达

无论我 在这里 在那里
仿佛失魂的虫鸣
却明白此刻应该做些努力

无论我 在这里 在那里
不能弥补的过去
每当想起

想过离开
以这种方式存在
是因为 那些旁白 那些姿态 那些伤害

不想离开
当你说还有你在
忽然我开始莫名 期待

夕阳西下 翻着电话 无人拨打
是习惯孤独的我该得到的吧

独木桥呀 把谁推下 才算赢家
我无声的反抗何时能战胜它

无论我 在这里 在那里
仿佛失魂的虫鸣
却明白此刻应该做些努力

无论我 在这里 在那里
不能弥补的过去
每当想起

想过离开
以这种方式存在
是因为 那些旁白 那些姿态 那些伤害

不想离开
也许尝试过被爱
会开始仰望未来
伤疤 就丢给回忆吧
放下 才得到更好啊
别怕 别怕

想过离开
当阳光败给阴霾
没想到你会拼命为我拨开

曾想过离开
却又坚持到现在
熬过了 那些旁白 那些姿态 那些伤害

不想离开
当你的笑容绽开
这世界突然填满 色彩

抱着沙发 睡眼昏花 凌乱头发
夕阳西下 接通电话 是你呀
"
569214250,借,https://music.163.com/song?id=569214250," 作曲 : 毛不易
 作词 : 毛不易
编曲Arranger ：赵兆 宋涛

借一盏午夜街头 昏黄灯光
照亮那坎坷路上人影一双
借一寸三九天里 冽冽暖阳
融这茫茫人间刺骨凉
借一泓古老河水 九曲回肠
带着那摇晃烛火 漂往远方
借一段往日旋律 婉转悠扬
把这不能说的轻轻唱
被这风吹散的人说他爱得不深
被这雨淋湿的人说他不会冷
无边夜色到底还要蒙住多少人
它写进眼里 他不敢承认
借一抹临别黄昏悠悠斜阳
为这漫漫余生添一道光
借一句刻骨铭心来日方长
倘若不得不天各一方
被这风吹散的人说他爱得不深
被这雨淋湿的人说他不会冷
无边夜色到底还要蒙住多少人
它写进眼里 他不敢承认
可是啊 总有那风吹不散的认真
总有大雨也不能抹去的泪痕
有一天太阳会升起在某个清晨
一道彩虹 两个人
借一方乐土让他容身
借他平凡一生

制作人Producer：李健 赵兆
键盘Keyboard：赵兆
吉他Guitar：薛峰
贝斯Bass：韩阳
鼓Drum：武勇恒
弦乐Strings：国际首席爱乐乐团International Master Philharmonic Orchestra
混音Mixing：李游
母带Mastering：Joe LaPorta .（Sterling Sound. NY）
录音棚Studio：55TEC . Beijing
录音Recording：李游 李杨
人声录音Vocal Recording：李杨
人声编辑Vocal Editing：李杨
录音助理Recording Assistants：郭舒文 邢铜
音乐制作发行produced and distributed: 哇唧唧哇×智慧大狗

"
1407551413,麻雀,https://music.163.com/song?id=1407551413," 作曲 : 李荣浩
 作词 : 李荣浩
编曲 : 李荣浩
制作人 : 李荣浩

山隔壁还是山
都有一个伴
相信海枯石烂
也许我笨蛋
飞太慢会落单
太快会受伤
日子不就都这样

天会晴就会暗
我早就习惯
一日为了三餐
不至于寒酸
为给你取暖我把翅膀折断
我遭遇那些苦难
你却不管

我飞翔在乌云之中
你看着我无动于衷
有多少次波涛汹涌
在我 心中

你飞向了雪山之巅
我留在你回忆里面
你成仙我替你留守人间
麻雀也有明天

天会晴就会暗
我早就习惯
一日为了三餐
不至于寒酸
为给你取暖我把翅膀折断
我遭遇那些苦难
你却不管

我飞翔在乌云之中
你看着我无动于衷
有多少次波涛汹涌
在我 心中

你飞向了雪山之巅
我留在你回忆里面
你成仙我替你留守人间
麻雀也有明天

我飞翔在乌云之中
你看着我无动于衷
有多少次波涛汹涌
在我 心中

你飞向了雪山之巅
我留在你回忆里面
你成仙我替你留守人间
麻雀也有明天

吉他 : 李荣浩
贝斯 : 李荣浩
和音编写 : 李荣浩
和音 : 李荣浩
录音师 : 李荣浩
混音师 : 李荣浩
音乐制作助理 : 青格乐
录音工作室 : 北京一样音乐录音室
混音工作室 : 北京一样音乐录音室
母带后期制作人 : 李荣浩
母带后期处理工程师 : 周天澈
母带后期处理录音室 : Studio21A
"
316686,处处吻,https://music.163.com/song?id=316686,"
 作曲 : 雷颂德
 作词 : 林夕
编曲：雷颂德
你爱热吻却永不爱人
练习为乐但是怕熟人
你爱路过去索取见闻
陌路人便特别有份好感
你热爱别离
再合再离
似花瓣献技
叫花粉遍地 噢噢
你在播弄这穿线游戏
跟他结束
她与他再一起
你小心
一吻便颠倒众生
一吻便救一个人
给你拯救的体温
总会再捐给某人
一吻便偷一个心
一吻便杀一个人
一寸吻感一寸金
一秒崎岖的旅行
让半夜情人
延续吻别人
让你旧情人
又惠顾他人
每晚大概有上亿个人
在地球上落力的亲吻
你那习惯散佈给众人
在地球上惠泽遍及世人
你热爱别离
再合再离
似花瓣献技
叫花粉遍地 噢噢
你在播弄这穿线游戏
跟他结束
她与他再一起
你小心 一吻便颠倒众生
一吻便救一个人
给你拯救的体温
总会再捐给某人
一吻便偷一个心
一吻便杀一个人
一寸吻感一寸金
一秒崎岖的旅行
噢 你为何未曾尽兴
这塑胶的爱情
跳蚤的旅程 噢
延展铺天盖地
好本领 噢
这吊诡的爱情
播种的旅程 Kiss
别了她 她吻他
他吻她吻他吻她
延续愉快过程
你我他真高兴
下个她 她吻他
他吻她再亲你结束这旅程
多得你这煞星
你小心
一吻便颠倒众生
一吻便救一个人
给你拯救的体温
总会再捐给某人
一吻便偷一个心
一吻便杀一个人
一寸吻感一寸金
一秒崎岖的旅行
别了她 她吻他
他吻她吻他吻她
延续愉快过程
你我他真高兴
下个她
她吻他
他吻她吻他吻她
延续愉快过程
你我他真高兴
十个她 千个她
恩爱扩展的旅程
监制：雷颂德
"
